0,-0.16,-0.047898,-0.440668
0.0628319,0.185677,0.443301,0.415452
0.125664,1.53561,0.937531,1.46828
0.188496,2.27454,1.43051,2.16144
0.251327,2.53823,1.91601,2.69703
0.314159,3.26385,2.38552,3.23373
0.376991,3.52045,2.82821,3.38165
0.439823,3.09924,3.23124,3.27918
0.502655,3.60389,3.58041,3.53131
0.565487,4.06071,3.86113,4.01222
0.628319,4.14874,4.05956,4.20914
0.69115,4.14975,4.16386,4.16235
0.753982,4.07815,4.16546,4.02735
0.816814,3.70081,4.06018,3.69549
0.879646,3.19682,3.84904,3.29212
0.942478,3.13712,3.53876,3.00408
1.00531,2.49415,3.14182,2.60844
1.06814,2.14136,2.67603,2.04453
1.13097,1.64279,2.16366,1.74064
1.19381,1.82254,1.63024,1.75927
1.25664,1.62433,1.10289,1.58086
1.31947,0.900983,0.608657,1.06045
1.3823,0.784043,0.172681,0.61088
1.44513,0.303366,-0.183515,0.360687
1.50796,-0.0331878,-0.443461,0.0510174
1.5708,-0.16,-0.596842,-0.28432
1.63363,-0.423854,-0.640128,-0.373472
1.69646,-0.364013,-0.576706,-0.331415
1.75929,-0.382206,-0.416494,-0.416253
1.82212,-0.332525,-0.175072,-0.348142
1.88496,0.188757,0.127579,0.196851
1.94779,0.623447,0.468641,0.730621
2.01062,0.981761,0.824169,0.726516
2.07345,0.402704,1.17082,0.711083
2.13628,1.4645,1.48745,1.2522
2.19911,1.68501,1.75642,1.7184
2.26195,1.41225,1.96462,1.51881
2.32478,1.51476,2.10394,1.38504
2.38761,1.88209,2.17144,1.92974
2.45044,2.31517,2.16894,2.37886
2.51327,2.21663,2.10234,2.09623
2.57611,1.71106,1.98061,1.79157
2.63894,2.03523,1.81457,2.0655
2.70177,2.42821,1.61574,2.2997
2.7646,1.80136,1.39512,1.92446
2.82743,1.39828,1.16226,1.4165
2.89027,1.51472,0.924578,1.2787
2.9531,0.768292,0.68701,1.18059
3.01593,1.21823,0.452021,0.770922
3.07876,0.0350104,0.21994,0.355353
3.14159,0.24,-0.0104263,0.14636
3.20442,-0.0850104,-0.240982,-0.217036
3.26726,-1.09823,-0.473448,-0.826717
3.33009,-0.918292,-0.7085,-1.20753
3.39292,-1.50472,-0.945035,-1.29963
3.45575,-1.47828,-1.17968,-1.55521
3.51858,-1.86136,-1.4066,-1.89182
3.58142,-1.95821,-1.61766,-1.88295
3.64425,-1.71523,-1.80293,-1.76705
3.70708,-1.91106,-1.95144,-1.92721
3.76991,-2.13663,-2.05227,-2.0437
3.83274,-1.74517,-2.09571,-1.89327
3.89557,-2.05209,-2.07439,-1.88227
3.95841,-1.86476,-1.98441,-2.03311
4.02124,-1.95225,-1.82616,-1.79155
4.08407,-0.985011,-1.60483,-1.1275
4.1469,-0.644495,-1.33055,-0.564339
4.20973,-0.372704,-1.01804,-0.323229
4.27257,-0.101761,-0.685909,-0.304304
4.3354,-0.583447,-0.355505,-0.311823
4.39823,0.151243,-0.0495032,-0.0294767
4.46106,0.462525,0.209697,0.450115
4.52389,0.352206,0.401629,0.489116
4.58673,0.0940135,0.509321,0.0263548
4.64956,-0.0461457,0.520634,-0.180323
4.71239,-0.24,0.429265,0.0296952
4.77522,0.143188,0.235304,-0.0685919
4.83805,-0.693366,-0.0546703,-0.645358
4.90088,-1.03404,-0.427996,-1.01636
4.96372,-1.06098,-0.866785,-0.965949
5.02655,-0.884328,-1.34916,-1.12457
5.08938,-2.00254,-1.85076,-1.79072
5.15221,-2.34279,-2.34642,-2.33459
5.21504,-2.05136,-2.8118,-2.26542
5.27788,-2.37415,-3.22494,-2.1707
5.34071,-2.72712,-3.56754,-2.7326
5.40354,-3.32682,-3.82586,-3.48198
5.46637,-3.83081,-3.99129,-3.7208
5.5292,-3.87815,-4.06037,-3.79618
5.59203,-3.87975,-4.03451,-4.10955
5.65487,-4.38874,-3.91929,-4.15338
5.7177,-3.58071,-3.72349,-3.75529
5.78053,-3.72389,-3.45797,-3.56105
5.84336,-3.34924,-3.13453,-3.54862
5.90619,-3.27045,-2.76484,-3.08498
5.96903,-2.37385,-2.35953,-2.44313
6.03186,-2.11823,-1.92758,-2.20345
6.09469,-2.15454,-1.47604,-1.96788
6.15752,-1.14561,-1.01003,-1.37171
6.22035,-1.11568,-0.533127,-0.859691
