0,0.27,0.32587
0.0628319,0.925677,1.02604
0.125664,1.57561,1.68549
0.188496,1.98454,2.2826
0.251327,2.50823,2.79944
0.314159,3.07385,3.22273
0.376991,2.95045,3.54436
0.439823,3.13924,3.76159
0.502655,3.69389,3.87681
0.565487,3.81071,3.89696
0.628319,4.05874,3.83274
0.69115,3.97975,3.69747
0.753982,3.40815,3.50599
0.816814,3.80081,3.27348
0.879646,3.10682,3.01436
0.942478,2.93712,2.74147
1.00531,3.13415,2.46542
1.06814,2.23136,2.19429
1.13097,2.55279,1.93357
1.19381,1.80254,1.68646
1.25664,1.45433,1.45428
1.31947,1.41098,1.23719
1.3823,0.214043,1.03484
1.44513,0.633366,0.847074
1.50796,0.436812,0.674504
1.5708,-0.13,0.518916
1.63363,0.356146,0.383431
1.69646,-0.494013,0.272424
1.75929,0.347794,0.191181
1.82212,0.337475,0.145342
1.88496,-0.111243,0.140183
1.94779,0.0434473,0.179818
2.01062,0.321761,0.266405
2.07345,1.1027,0.399456
2.13628,0.934495,0.575335
2.19911,1.41501,0.787008
2.26195,1.07225,1.0241
2.32478,1.79476,1.27328
2.38761,1.68209,1.51894
2.45044,1.68517,1.74413
2.51327,1.68663,1.93173
2.57611,2.20106,2.06566
2.63894,1.82523,2.13215
2.70177,1.86821,2.12083
2.7646,1.63136,2.02568
2.82743,1.48828,1.84561
2.89027,1.18472,1.58473
2.9531,0.888292,1.25225
3.01593,1.08823,0.861918
3.07876,0.0850104,0.431183
3.14159,-0.12,-0.0199378
3.20442,-0.0650104,-0.470201
3.26726,-0.888226,-0.898548
3.33009,-1.07829,-1.28549
3.39292,-1.04472,-1.61435
3.45575,-1.65828,-1.87229
3.51858,-1.70136,-2.051
3.58142,-1.56821,-2.14704
3.64425,-2.31523,-2.16184
3.70708,-1.75106,-2.10134
3.76991,-2.59663,-1.97528
3.83274,-1.71517,-1.79632
3.89557,-1.53209,-1.57899
3.95841,-1.42476,-1.33858
4.02124,-1.31225,-1.09011
4.08407,-1.20501,-0.847415
4.1469,-1.5145,-0.622425
4.20973,-0.652704,-0.424724
4.27257,-0.691761,-0.261345
4.3354,0.0965527,-0.136833
4.39823,-0.0787573,-0.053524
4.46106,0.462525,-0.0119765
4.52389,0.252206,-0.0115033
4.58673,0.104013,-0.0507069
4.64956,-0.336146,-0.127957
4.71239,0.32,-0.24174
4.77522,0.293188,-0.390842
4.83805,-0.243366,-0.574333
4.90088,-1.10404,-0.791361
4.96372,-0.690983,-1.04079
5.02655,-1.22433,-1.32072
5.08938,-2.15254,-1.62794
5.15221,-1.84279,-1.95746
5.21504,-2.86136,-2.30211
5.27788,-2.80415,-2.65227
5.34071,-2.69712,-2.99598
5.40354,-3.83682,-3.31913
5.46637,-4.18081,-3.60602
5.5292,-3.91815,-3.84018
5.59203,-4.38975,-4.00529
5.65487,-3.91874,-4.08634
5.7177,-4.45071,-4.07074
5.78053,-3.54389,-3.94938
5.84336,-3.59924,-3.71756
5.90619,-2.77045,-3.37562
5.96903,-2.49385,-2.92929
6.03186,-1.85823,-2.38966
6.09469,-1.42454,-1.77273
6.15752,-1.18561,-1.0987
6.22035,-0.195677,-0.390823
