0,-0.499992,1.22071
0.1,0.620914,1.34758
0.2,2.17165,1.80153
0.3,2.68099,2.57198
0.4,3.39304,3.41738
0.5,3.51427,4.03332
0.6,3.55606,4.24265
0.7,4.17917,4.07188
0.8,3.96451,3.67829
0.9,3.82995,3.20847
1,2.75798,2.7089
1.1,2.29484,2.14756
1.2,1.98547,1.50511
1.3,0.601658,0.841662
1.4,0.116198,0.279483
1.5,0.21075,-0.0759337
1.6,0.119593,-0.201244
1.7,-0.616143,-0.151314
1.8,-0.156939,0.0021797
1.9,-0.253787,0.227477
2,0.420447,0.533695
2.1,1.07524,0.922292
2.2,1.37745,1.34231
2.3,2.08504,1.6963
2.4,2.28826,1.89298
2.5,2.14095,1.89829
2.6,1.7366,1.73912
2.7,2.17569,1.46085
2.8,1.66391,1.08264
2.9,1.54103,0.594035
3,1.23738,-0.00622903
3.1,0.511179,-0.67093
3.2,-0.5864,-1.30689
3.3,-1.37156,-1.82107
3.4,-1.18064,-2.16908
3.5,-1.97574,-2.36267
3.6,-1.92061,-2.43201
3.7,-1.89366,-2.38256
3.8,-1.60342,-2.19066
3.9,-2.03562,-1.84309
4,-1.85035,-1.3804
4.1,-0.739737,-0.897895
4.2,-0.598646,-0.497527
4.3,-0.18963,-0.232422
4.4,0.0173786,-0.0948522
4.5,-0.362687,-0.0576741
4.6,0.254534,-0.126689
4.7,0.408255,-0.348611
4.8,-0.46263,-0.76148
4.9,-0.703479,-1.33312
5,-0.894799,-1.95107
5.1,-1.78029,-2.48297
5.2,-2.64145,-2.85809
5.3,-3.19412,-3.09405
5.4,-3.61204,-3.23842
5.5,-4.16813,-3.27626
5.6,-4.03033,-3.09661
5.7,-3.59117,-2.5675
5.8,-3.32814,-1.67114
5.9,-3.70588,-0.58338
6,-2.19273,0.38979
6.1,-1.76265,0.99423
6.2,-0.809438,1.19972
